year,survey,species_code,catchjoin,hauljoin,stratum,numcpue
2003,GOA,21740,NA,1180817,31,0
2003,GOA,21740,NA,1180819,31,0
2003,GOA,21740,NA,1180820,31,0
2003,GOA,21740,1183157,1180821,130,3273.351566338005
2003,GOA,21740,NA,1180822,134,0
2003,GOA,21740,NA,1180823,330,0
2003,GOA,21740,NA,1180824,330,0
2003,GOA,21740,1186242,1180825,130,2419.319057594007
2003,GOA,21740,NA,1180826,130,0
2003,GOA,21740,NA,1180827,130,0
2003,GOA,21740,NA,1180828,31,0
2003,GOA,21740,1182358,1180829,31,2322.0826493901504
2003,GOA,21740,1174489,1173358,130,43.94562063433218
2003,GOA,21740,1175306,1173359,131,47.261659451386656
2003,GOA,21740,NA,1173360,31,0
2003,GOA,21740,1175565,1173361,231,199.1695426748629
2003,GOA,21740,1174419,1173362,30,15797.073561101362
2003,GOA,21740,NA,1173363,230,0
2003,GOA,21740,NA,1173364,134,0
2003,GOA,21740,NA,1173365,30,0
2003,GOA,21740,1175392,1173366,130,41.41414392408953
2003,GOA,21740,1176715,1173455,12,46.83301127832578
2003,GOA,21740,1176426,1173456,120,302.06192649228086
2003,GOA,21740,1180623,1173370,133,472.8041850735246
2003,GOA,21740,1174207,1173371,133,42.96460592949371
2003,GOA,21740,1174177,1173372,134,126.61033575879347
2003,GOA,21740,NA,1173373,22,0
2003,GOA,21740,NA,1173374,22,0
2003,GOA,21740,NA,1173375,122,0
2003,GOA,21740,1177397,1173376,221,204.64516697285677
2003,GOA,21740,NA,1173377,122,0
2003,GOA,21740,1177420,1173378,122,43.46126940284911
2003,GOA,21740,1176958,1173379,21,229.13656575981136
2003,GOA,21740,1176014,1173380,122,42.636203269975084
2003,GOA,21740,1176181,1173381,221,200.58424574426422
2003,GOA,21740,1179446,1173382,12,92.30824473703389
2003,GOA,21740,NA,1173383,111,0
2003,GOA,21740,1193517,1166839,10,2041.025730469193
2003,GOA,21740,1193518,1166840,10,165.00437137830875
2003,GOA,21740,1193519,1166841,111,3527.9457806049095
2003,GOA,21740,1193520,1166842,10,44.62891060829205
2003,GOA,21740,NA,1166843,10,0
2003,GOA,21740,1193521,1166844,111,42.37733097568465
2003,GOA,21740,1193522,1166845,210,482.31110855437504
2003,GOA,21740,1193523,1166846,310,123.22857890913298
2003,GOA,21740,1193524,1166847,111,92.34867665038975
2003,GOA,21740,1193525,1166848,10,50.80929037712688
2003,GOA,21740,1193526,1166849,10,5189.127919674104
2003,GOA,21740,1193527,1166850,111,3002.256696283373
2003,GOA,21740,NA,1166851,210,0
2003,GOA,21740,1176395,1173436,13,123.63145134669679
2003,GOA,21740,1180179,1173437,110,39.74063670858509
2003,GOA,21740,1176485,1173438,13,385.68105102714577
2003,GOA,21740,NA,1173441,11,0
2003,GOA,21740,NA,1173442,11,0
2003,GOA,21740,NA,1173443,11,0
2003,GOA,21740,NA,1173444,13,0
2003,GOA,21740,1176239,1173445,310,49.44189983466629
2003,GOA,21740,1176265,1173446,13,197.19764400086805
2003,GOA,21740,NA,1173447,13,0
2003,GOA,21740,1176261,1173448,13,1766.1061408053934
2003,GOA,21740,1176634,1173449,13,48819.32570265173
2003,GOA,21740,1173898,1173599,151,23472.365259182974
2003,GOA,21740,NA,1173600,350,0
2003,GOA,21740,1179286,1173601,251,820.4237866966643
2003,GOA,21740,1173655,1173602,251,493.2387246655122
2003,GOA,21740,1174154,1173603,251,603.045898684843
2003,GOA,21740,1174162,1173604,251,204.34298315825566
2003,GOA,21740,1185587,1180650,111,1703.2330021085193
2003,GOA,21740,1185610,1180651,10,43.44485366600274
2003,GOA,21740,1187208,1180652,10,90.7720581093669
2003,GOA,21740,1185635,1180653,10,537.9237726804556
2003,GOA,21740,1185642,1180654,10,529.0849691501577
2003,GOA,21740,1185651,1180655,210,293.49056377524795
2003,GOA,21740,1185667,1180656,111,835.8576233558681
2003,GOA,21740,1185675,1180657,111,970.850713847535
2003,GOA,21740,NA,1180658,410,0
2003,GOA,21740,NA,1180659,410,0
2003,GOA,21740,1185704,1180660,210,1385.2847435474303
2003,GOA,21740,1185126,1180661,111,263.3499785150309
2003,GOA,21740,NA,1180662,111,0
2003,GOA,21740,1185393,1180663,10,185.66172554286211
2003,GOA,21740,1185145,1180664,10,2253.738247459333
2003,GOA,21740,1176662,1173450,13,43.31871990756825
2003,GOA,21740,NA,1173451,13,0
2003,GOA,21740,1180210,1173452,13,45.97568401243403
2003,GOA,21740,1180212,1173453,13,474.0145238050094
2003,GOA,21740,1180214,1173454,12,68916.70492375466
2003,GOA,21740,1193540,1166869,11,5276.342661428894
2003,GOA,21740,1176094,1173457,120,131.42240483900798
2003,GOA,21740,NA,1173458,120,0
2003,GOA,21740,NA,1173459,320,0
2003,GOA,21740,NA,1173460,21,0
2003,GOA,21740,1175803,1173461,21,40.756891338215034
2003,GOA,21740,1186196,1180877,142,709.4033500529966
2003,GOA,21740,1186046,1180878,142,124.33246933318922
2003,GOA,21740,1186076,1180879,40,2450.281920249187
2003,GOA,21740,1186106,1180881,143,3208.7377608580796
2003,GOA,21740,1186116,1180882,40,3586.7502122853107
2003,GOA,21740,NA,1180883,340,0
2003,GOA,21740,NA,1180887,50,0
2003,GOA,21740,NA,1180888,150,0
2003,GOA,21740,1186430,1180889,150,501.6051364365971
2003,GOA,21740,1186017,1180890,150,213.0195867249602
2003,GOA,21740,NA,1180891,50,0
2003,GOA,21740,1185891,1180892,50,71589.27252240488
2003,GOA,21740,NA,1180894,350,0
2003,GOA,21740,1181828,1180896,251,42.88304421584923
2003,GOA,21740,NA,1180897,450,0
2003,GOA,21740,1186478,1180898,251,1283.3983726508634
2003,GOA,21740,1181096,1180899,151,6433.113206495214
2003,GOA,21740,1181042,1180902,50,47.66525113581527
2003,GOA,21740,1181646,1180903,151,2397.701734381831
2003,GOA,21740,1181465,1180904,151,363.22280328902286
2003,GOA,21740,1181667,1180905,151,5902.544354985764
2003,GOA,21740,NA,1167009,32,0
2003,GOA,21740,NA,1167010,32,0
2003,GOA,21740,NA,1167011,32,0
2003,GOA,21740,NA,1167012,32,0
2003,GOA,21740,NA,1167013,32,0
2003,GOA,21740,1193603,1167014,132,36.02940922145347
2003,GOA,21740,1188008,1167015,30,2112.4594683842115
2003,GOA,21740,NA,1167016,30,0
2003,GOA,21740,1193604,1167017,30,45695.29348016882
2003,GOA,21740,1193605,1167018,30,27467.31771863092
2003,GOA,21740,NA,1167019,30,0
2003,GOA,21740,1193606,1167020,130,738.5932628321444
2003,GOA,21740,1193607,1167021,130,598.4829716632488
2003,GOA,21740,1193608,1167022,130,3530.4873951854374
2003,GOA,21740,NA,1167023,130,0
2003,GOA,21740,1193609,1167024,30,42.891173940008976
2003,GOA,21740,NA,1167026,31,0
2003,GOA,21740,1193610,1167028,132,1087.4154910868735
2003,GOA,21740,1193611,1167029,32,430.61809485942473
2003,GOA,21740,1193612,1167030,30,41921.108285217066
2003,GOA,21740,1193613,1167031,30,23288.500686325813
2003,GOA,21740,NA,1167032,22,0
2003,GOA,21740,1193614,1167033,232,2718.5483875172304
2003,GOA,21740,1193615,1167034,132,355.91515324425205
2003,GOA,21740,1185422,1180665,10,355.1819041923452
2003,GOA,21740,1185434,1180667,10,91.13181707001002
2003,GOA,21740,NA,1180668,10,0
2003,GOA,21740,1193528,1166852,210,128.38536150108163
2003,GOA,21740,1193529,1166853,111,12487.532608573054
2003,GOA,21740,1193530,1166854,111,217.4416751845819
2003,GOA,21740,NA,1166855,210,0
2003,GOA,21740,NA,1166856,10,0
2003,GOA,21740,1193532,1166858,10,2673.3676923190337
2003,GOA,21740,1193533,1166859,11,484.9056939242933
2003,GOA,21740,1193534,1166860,10,43.61621897016786
2003,GOA,21740,1193535,1166861,11,174.35450149541677
2003,GOA,21740,NA,1166862,11,0
2003,GOA,21740,NA,1166864,11,0
2003,GOA,21740,1187988,1166865,11,93.0882097359283
2003,GOA,21740,1193537,1166866,11,15898.91296424007
2003,GOA,21740,1193538,1166867,11,8358.613645733372
2003,GOA,21740,1193539,1166868,11,14853.585683609657
2003,GOA,21740,1183017,1180929,33,1305.3355421856445
2003,GOA,21740,1183050,1180930,133,714.7157349195576
2003,GOA,21740,1182972,1180931,133,79.14887416464794
2003,GOA,21740,1187989,1166870,11,25598.342919545834
2003,GOA,21740,1193541,1166871,11,1300.5471889729206
2003,GOA,21740,1193542,1166872,11,43.244780419870494
2003,GOA,21740,1193543,1166873,11,46.59675475969541
2003,GOA,21740,NA,1166874,11,0
2003,GOA,21740,1193544,1166875,12,5976.884399584606
2003,GOA,21740,1193683,1166876,12,76193.13419492188
2003,GOA,21740,1187990,1166877,12,649.008444897885
2003,GOA,21740,1193545,1166878,12,1634.4794085015158
2003,GOA,21740,NA,1173462,21,0
2003,GOA,21740,NA,1173463,21,0
2003,GOA,21740,1176071,1173464,21,1583.4397875622944
2003,GOA,21740,NA,1173465,21,0
2003,GOA,21740,NA,1173466,320,0
2003,GOA,21740,1179498,1173467,320,88.49293609562264
2003,GOA,21740,NA,1173468,122,0
2003,GOA,21740,1176773,1173469,220,416.9372937150622
2003,GOA,21740,1177092,1173470,220,11968.796116442481
2003,GOA,21740,1176047,1173471,220,38.92512168966168
2003,GOA,21740,1176053,1173472,220,269.9606806125269
2003,GOA,21740,1177152,1173473,220,1973.3874605322508
2003,GOA,21740,1185766,1180669,111,991.9547723828233
2003,GOA,21740,1185784,1180670,111,86.93750888392668
2003,GOA,21740,1185795,1180671,11,88.62572955592749
2003,GOA,21740,1185804,1180672,111,1956.8705725803295
2003,GOA,21740,1187241,1180673,11,45.15499746386957
2003,GOA,21740,NA,1180674,11,0
2003,GOA,21740,NA,1180675,11,0
2003,GOA,21740,1185084,1180676,11,86.75190040881833
2003,GOA,21740,NA,1180677,11,0
2003,GOA,21740,1185864,1180678,11,6515.776682428993
2003,GOA,21740,1187121,1180679,11,10498.200760170923
2003,GOA,21740,NA,1180680,11,0
2003,GOA,21740,1185565,1180681,11,5615.176864375674
2003,GOA,21740,1185107,1180682,11,27909.520967318836
2003,GOA,21740,1185727,1180683,11,2410.6388438085805
2003,GOA,21740,1185741,1180684,11,84692.68373388376
2003,GOA,21740,1185558,1180685,11,17505.412669253557
2003,GOA,21740,NA,1180686,11,0
2003,GOA,21740,1185238,1180687,11,46.79580249138981
2003,GOA,21740,1187147,1180688,11,91.66693479245093
2003,GOA,21740,NA,1180691,11,0
2003,GOA,21740,1177175,1173474,22,64122.675839262774
2003,GOA,21740,1177235,1173475,122,1618.3308585319896
2003,GOA,21740,1177273,1173476,221,118.79685397419432
2003,GOA,21740,1180312,1173477,122,31745.988917487917
2003,GOA,21740,NA,1173478,22,0
2003,GOA,21740,NA,1173479,22,0
2003,GOA,21740,NA,1173480,22,0
2003,GOA,21740,NA,1173481,22,0
2003,GOA,21740,NA,1173482,22,0
2003,GOA,21740,NA,1173483,22,0
2003,GOA,21740,NA,1173484,22,0
2003,GOA,21740,NA,1173485,22,0
2003,GOA,21740,NA,1173486,420,0
2003,GOA,21740,1180099,1173487,220,127.49823223701003
2003,GOA,21740,1181999,1180906,151,2757.373215979529
2003,GOA,21740,1182525,1180920,131,1028.7452406644559
2003,GOA,21740,1186716,1180921,230,425.1132153785865
2003,GOA,21740,1186634,1180922,230,3575.7249594740133
2003,GOA,21740,NA,1180923,133,0
2003,GOA,21740,1183426,1180924,133,425.5779793882526
2003,GOA,21740,1182584,1180925,133,949.5113181749126
2003,GOA,21740,1182598,1180926,133,1204.5172286917289
2003,GOA,21740,1182908,1180927,133,1097.7978931365676
2003,GOA,21740,1182948,1180928,33,6885.800377892725
2003,GOA,21740,1178202,1173496,111,179.70252762387256
2003,GOA,21740,1178685,1173498,10,2644.05032658503
2003,GOA,21740,1187158,1180694,11,1719.2095303807246
2003,GOA,21740,1182668,1180932,31,27773.778191298476
2003,GOA,21740,1186764,1180933,33,18965.664319201653
2003,GOA,21740,1183067,1180934,140,908.761371881546
2003,GOA,21740,1182701,1180935,33,711.2556066390199
2003,GOA,21740,1182197,1180936,140,983.0186799763027
2003,GOA,21740,1183097,1180937,140,1496.313896729256
2003,GOA,21740,1183514,1180938,130,30756.216944252817
2003,GOA,21740,NA,1180939,330,0
2003,GOA,21740,1186665,1180940,130,1537.5116979015015
2003,GOA,21740,NA,1180941,134,0
2003,GOA,21740,1182119,1180942,231,40.86289355052779
2003,GOA,21740,NA,1180943,31,0
2003,GOA,21740,1183354,1180944,230,1768.908940061361
2003,GOA,21740,1193616,1167035,32,43.66476637603398
2003,GOA,21740,NA,1167036,30,0
2003,GOA,21740,1193617,1167038,121,3691.540948481618
2003,GOA,21740,1193618,1167039,32,44.53489977420806
2003,GOA,21740,NA,1167040,31,0
2003,GOA,21740,NA,1167041,22,0
2003,GOA,21740,1193619,1167042,232,988.5296293962879
2003,GOA,21740,1193620,1167043,32,12473.55473227135
2003,GOA,21740,1193621,1167044,30,382.06940634628745
2003,GOA,21740,1193622,1167045,22,28725.853979617645
2003,GOA,21740,1193623,1167046,121,1129.6358844653603
2003,GOA,21740,1193624,1167047,133,209.66751763723158
2003,GOA,21740,1193625,1167048,230,5093.328439590792
2003,GOA,21740,1193626,1167049,230,1839.9128617268686
2003,GOA,21740,1193627,1167050,230,1757.705842334585
2003,GOA,21740,1193628,1167051,230,800.2347262416138
2003,GOA,21740,NA,1167052,31,0
2003,GOA,21740,NA,1167053,31,0
2003,GOA,21740,NA,1167054,31,0
2003,GOA,21740,NA,1167055,131,0
2003,GOA,21740,1193629,1167056,131,269.3888711416498
2003,GOA,21740,1193630,1167057,131,578.7413692967375
2003,GOA,21740,1193631,1167058,131,134.2521610906001
2003,GOA,21740,1193632,1167059,131,40.838232491894225
2003,GOA,21740,1193633,1167060,131,96.44432440340867
2003,GOA,21740,NA,1180692,310,0
2003,GOA,21740,NA,1180693,13,0
2003,GOA,21740,1193546,1166879,12,5858.8808806259185
2003,GOA,21740,1193547,1166880,12,45.655204227598865
2003,GOA,21740,1187991,1166881,12,101148.50671103399
2003,GOA,21740,1193548,1166882,12,45.18726687889017
2003,GOA,21740,NA,1166883,13,0
2003,GOA,21740,NA,1166884,13,0
2003,GOA,21740,NA,1166885,110,0
2003,GOA,21740,NA,1166886,13,0
2003,GOA,21740,1193549,1166887,110,43.16362432176997
2003,GOA,21740,NA,1166889,11,0
2003,GOA,21740,NA,1166890,11,0
2003,GOA,21740,1193550,1166892,210,128.2989509251381
2003,GOA,21740,1193551,1166893,310,77.84398928025992
2003,GOA,21740,NA,1166894,111,0
2003,GOA,21740,NA,1166895,111,0
2003,GOA,21740,1187992,1166896,111,46.133483543955755
2003,GOA,21740,NA,1166899,310,0
2003,GOA,21740,1193553,1166900,111,89.50679206627906
2003,GOA,21740,NA,1166901,13,0
2003,GOA,21740,NA,1166902,13,0
2003,GOA,21740,NA,1166903,13,0
2003,GOA,21740,1193554,1166904,13,90.02641059794506
2003,GOA,21740,NA,1173488,22,0
2003,GOA,21740,1180557,1173490,111,43.32627981497946
2003,GOA,21740,1177536,1173491,111,399.02956010981296
2003,GOA,21740,1178628,1173492,111,1075.0831027552745
2003,GOA,21740,1180457,1173493,310,83.81237694247756
2003,GOA,21740,NA,1173495,310,0
2003,GOA,21740,1193643,1167073,41,287.93467338130324
2003,GOA,21740,1187160,1180695,12,93.23862402541162
2003,GOA,21740,NA,1180696,12,0
2003,GOA,21740,NA,1180697,12,0
2003,GOA,21740,1185366,1180698,12,52852.61448589646
2003,GOA,21740,NA,1180699,13,0
2003,GOA,21740,1185388,1180700,110,41.183488254633886
2003,GOA,21740,NA,1180701,110,0
2003,GOA,21740,1185071,1180702,110,85.04949029840463
2003,GOA,21740,NA,1180703,13,0
2003,GOA,21740,NA,1180704,13,0
2003,GOA,21740,1185475,1180705,12,323.98371861477153
2003,GOA,21740,NA,1180706,12,0
2003,GOA,21740,NA,1180707,12,0
2003,GOA,21740,NA,1180708,12,0
2003,GOA,21740,NA,1180710,13,0
2003,GOA,21740,NA,1180711,13,0
2003,GOA,21740,1183990,1180712,13,46.56804021429681
2003,GOA,21740,NA,1180713,13,0
2003,GOA,21740,NA,1180714,12,0
2003,GOA,21740,1184006,1180715,112,302.88995090759676
2003,GOA,21740,NA,1180716,13,0
2003,GOA,21740,1184034,1180717,112,299.05473923580234
2003,GOA,21740,NA,1180718,13,0
2003,GOA,21740,1178705,1173499,111,3186.0519012219165
2003,GOA,21740,1178231,1173500,111,6659.987012578346
2003,GOA,21740,1177516,1173501,10,138.7767495654206
2003,GOA,21740,NA,1173502,310,0
2003,GOA,21740,1177902,1173503,10,195.3375276207264
2003,GOA,21740,NA,1173504,10,0
2003,GOA,21740,NA,1173505,210,0
2003,GOA,21740,1179615,1173506,111,236.97226040635246
2003,GOA,21740,1178761,1173507,111,9040.580329645038
2003,GOA,21740,1179549,1173508,10,908.8019808767291
2003,GOA,21740,1179581,1173509,10,48.60980100946029
2003,GOA,21740,1178290,1173510,111,13681.549762636947
2003,GOA,21740,1180428,1173512,111,855.8222012260509
2003,GOA,21740,1177519,1173513,10,459.12360557848035
2003,GOA,21740,NA,1173514,10,0
2003,GOA,21740,1182670,1180945,133,122.48822581929312
2003,GOA,21740,NA,1180946,130,0
2003,GOA,21740,1186330,1180947,30,85.46665219431357
2003,GOA,21740,1183391,1180948,133,217.18933715030562
2003,GOA,21740,NA,1180949,134,0
2003,GOA,21740,1186675,1180951,30,10490.521813541465
2003,GOA,21740,1183554,1180952,230,1121.5349154308753
2003,GOA,21740,1186310,1180953,131,127.65917247749944
2003,GOA,21740,1182020,1180907,151,4299.293352510787
2003,GOA,21740,1182035,1180908,251,688.7327455228927
2003,GOA,21740,1181784,1180911,251,41.640648201648666
2003,GOA,21740,1181480,1180912,251,380.8283074927927
2003,GOA,21740,1181847,1180913,251,940.2165647824492
2003,GOA,21740,NA,1180916,450,0
2003,GOA,21740,NA,1180917,143,0
2003,GOA,21740,1181738,1180919,251,487.6850978308498
2003,GOA,21740,NA,1180915,351,0
2003,GOA,21740,NA,1180865,341,0
2003,GOA,21740,1187286,1180880,143,43.87080924094726
2003,GOA,21740,NA,1180895,350,0
2003,GOA,21740,NA,1180910,350,0
2003,GOA,21740,NA,1180867,241,0
2003,GOA,21740,1193634,1167061,131,127.65079643884914
2003,GOA,21740,1193635,1167062,131,45.17757611009775
2003,GOA,21740,NA,1167064,132,0
2003,GOA,21740,1193636,1167065,132,795.0196155189738
2003,GOA,21740,1193637,1167066,132,91.91426531457105
2003,GOA,21740,1193638,1167067,132,348.19844734830343
2003,GOA,21740,1193639,1167068,33,89.8824050518226
2003,GOA,21740,NA,1167069,33,0
2003,GOA,21740,1193640,1167070,33,174.25959277275766
2003,GOA,21740,1193641,1167071,140,974.4660656809617
2003,GOA,21740,1193642,1167072,140,1301.5745551330376
2003,GOA,21740,1177692,1173527,11,685.8954895041057
2003,GOA,21740,1193644,1167074,41,2754.9237482304457
2003,GOA,21740,1193645,1167075,41,1476.8014628389762
2003,GOA,21740,1193646,1167076,41,434.1977631868032
2003,GOA,21740,1193647,1167077,141,494.31148588909224
2003,GOA,21740,1193648,1167078,141,2417.959214137707
2003,GOA,21740,1193649,1167079,240,679.1211832328376
2003,GOA,21740,1193650,1167080,240,483.4313960491569
2003,GOA,21740,1193651,1167081,40,10861.710121493705
2003,GOA,21740,1193652,1167082,40,4987.528149818633
2003,GOA,21740,1193653,1167083,142,88.2473113250422
2003,GOA,21740,1193654,1167084,142,1528.0029459896798
2003,GOA,21740,NA,1167085,40,0
2003,GOA,21740,1193655,1167086,143,12760.223417717209
2003,GOA,21740,NA,1166905,13,0
2003,GOA,21740,NA,1166906,13,0
2003,GOA,21740,NA,1166907,13,0
2003,GOA,21740,1187993,1166908,12,257.2375058457223
2003,GOA,21740,1193555,1166909,112,44.188846337484804
2003,GOA,21740,1193556,1166910,12,45.78329448162964
2003,GOA,21740,1193557,1166911,20,1983.4767760740958
2003,GOA,21740,NA,1166912,120,0
2003,GOA,21740,NA,1166913,20,0
2003,GOA,21740,1187994,1166914,20,739.6227984637948
2003,GOA,21740,1193558,1166915,20,43.00117775925765
2003,GOA,21740,1193560,1166918,21,45.23221268114031
2003,GOA,21740,NA,1166919,21,0
2003,GOA,21740,1193561,1166921,21,41.92894971754563
2003,GOA,21740,NA,1166923,21,0
2003,GOA,21740,NA,1166924,120,0
2003,GOA,21740,1187995,1166925,120,406.8170606057072
2003,GOA,21740,1193562,1166926,120,4991.972368758348
2003,GOA,21740,1193563,1166927,120,2034.1780045603728
2003,GOA,21740,1193564,1166928,120,214.27855432087776
2003,GOA,21740,NA,1166930,20,0
2003,GOA,21740,NA,1173515,10,0
2003,GOA,21740,NA,1173516,10,0
2003,GOA,21740,NA,1173517,11,0
2003,GOA,21740,1179541,1173518,11,239.66980020550247
2003,GOA,21740,1177627,1173519,11,3365.166914971116
2003,GOA,21740,1177635,1173520,11,54987.24092354126
2003,GOA,21740,1178052,1173521,11,2979.205148066496
2003,GOA,21740,1178588,1173522,11,5467.548625049398
2003,GOA,21740,1178317,1173523,11,2018.0731612940588
2003,GOA,21740,1184055,1180719,13,46.89712225188726
2003,GOA,21740,1183716,1180720,210,348.72421860056625
2003,GOA,21740,1184136,1180721,13,2058.718487979821
2003,GOA,21740,1183650,1180722,13,86.79806997547564
2003,GOA,21740,NA,1180723,122,0
2003,GOA,21740,NA,1180724,122,0
2003,GOA,21740,NA,1180725,320,0
2003,GOA,21740,1183671,1180726,221,45.037100662783985
2003,GOA,21740,NA,1180728,122,0
2003,GOA,21740,1186940,1180729,221,129.0143347827377
2003,GOA,21740,1183918,1180732,320,170.95489936226986
2003,GOA,21740,1186998,1180733,221,44.78971140913986
2003,GOA,21740,NA,1180735,122,0
2003,GOA,21740,NA,1180736,122,0
2003,GOA,21740,NA,1180737,122,0
2003,GOA,21740,1184092,1180738,120,87.55207378468529
2003,GOA,21740,1184416,1180739,120,2263.9536254973573
2003,GOA,21740,NA,1180740,120,0
2003,GOA,21740,1186332,1180741,120,41.69274026410933
2003,GOA,21740,NA,1180742,120,0
2003,GOA,21740,1184467,1180743,21,206.28638788739138
2003,GOA,21740,NA,1180744,21,0
2003,GOA,21740,1177558,1173524,11,55908.64973901842
2003,GOA,21740,1178332,1173525,11,27737.78109343161
2003,GOA,21740,1177672,1173526,11,1159.9919338800885
2003,GOA,21740,1176307,1173547,112,17425.962207368033
2003,GOA,21740,1180385,1173528,11,1140.4146040649446
2003,GOA,21740,1178108,1173529,11,39288.365535888195
2003,GOA,21740,1180373,1173530,11,43.558636022295055
2003,GOA,21740,1179540,1173531,11,44.62620598974722
2003,GOA,21740,1178418,1173532,11,319.9325472499238
2003,GOA,21740,NA,1173533,11,0
2003,GOA,21740,NA,1173534,11,0
2003,GOA,21740,1178442,1173535,11,8794.161504446836
2003,GOA,21740,1178301,1173536,110,3279.501515769603
2003,GOA,21740,NA,1173537,12,0
2003,GOA,21740,NA,1173538,12,0
2003,GOA,21740,1180493,1173539,12,9220.463762340523
2003,GOA,21740,1178565,1173541,12,12776.500277182811
2003,GOA,21740,1185906,1180893,250,634.8416324063799
2003,GOA,21740,1193656,1167087,143,6220.637313666348
2003,GOA,21740,1193657,1167088,143,1082.7809418080606
2003,GOA,21740,1193658,1167090,250,344.2050498322861
2003,GOA,21740,1193659,1167091,150,16838.00070896845
2003,GOA,21740,NA,1167092,350,0
2003,GOA,21740,1193660,1167093,150,12653.1226251302
2003,GOA,21740,1193661,1167094,50,483.1574815794014
2003,GOA,21740,1193662,1167095,250,1269.6194750921518
2003,GOA,21740,1193663,1167096,50,4251.268031142799
2003,GOA,21740,1193664,1167097,150,318.69137672125214
2003,GOA,21740,1193665,1167098,151,93.8810976183633
2003,GOA,21740,1193666,1167099,151,6943.228903170416
2003,GOA,21740,1193667,1167100,50,939.1741512976687
2003,GOA,21740,1193668,1167102,251,1589.748408565169
2003,GOA,21740,1193670,1167104,350,1880.3650232960133
2003,GOA,21740,1193671,1167105,151,769.0930175097384
2003,GOA,21740,1193672,1167106,50,5200.305510792376
2003,GOA,21740,1193673,1167107,50,2601.253566911909
2003,GOA,21740,1193674,1167108,151,2720.2192661590298
2003,GOA,21740,1193675,1167109,151,30204.957416603553
2003,GOA,21740,1193676,1167110,251,129.58598315071214
2003,GOA,21740,1193677,1167111,251,483.52513808510895
2003,GOA,21740,1193565,1166931,20,44.043973150441616
2003,GOA,21740,1193566,1166932,20,42.50177699929634
2003,GOA,21740,NA,1166933,20,0
2003,GOA,21740,1193567,1166934,121,123.81133381330861
2003,GOA,21740,1193568,1166935,121,86.20845350612151
2003,GOA,21740,1187997,1166936,121,39.141958175095446
2003,GOA,21740,1193569,1166937,121,163.66446036063135
2003,GOA,21740,1193570,1166939,121,248.73126328121307
2003,GOA,21740,1193571,1166940,121,167.5690399106723
2003,GOA,21740,1187999,1166941,220,1853.8362230544367
2003,GOA,21740,NA,1166943,20,0
2003,GOA,21740,1193572,1166944,20,2941.4462453184397
2003,GOA,21740,NA,1166945,120,0
